SystemContractID,NetUnitPrice,ShortText,Currency,PaymentTerms,ValidityPeriodStartDate,ValidityPeriodEndDate,SystemContractNumber,SystemContractItemNumber,Name,QuantityUnit,COUNT
24-PA-00847-1,629775.78,"PROVIDE: IT SERVICES;SCOPE: ICT SERVICES, RATE TYPE: PER MONTH",SAR,300000192972459,2024-08-01T00:00:00,2027-07-31T00:00:00,24-PA-00847,1,Cognizant Technology Solutions Saudi LLC,,1
24-PA-01063-13,12.39,"BINDER VIEW   A4 2D RING   1.5""""  SPINE CAPACITY WHITE",SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,13,Jarir bookstore,,1
22-PA-00502-7,22.9,"HIRE: MANPOWER,SKILLED;FABRICATOR,PER HOUR,12 HR,REGULAR SUPPLY,SUPPLY OF MAINTENANCE SERVICES",SAR,300000192972459,2017-06-01T00:00:00,2026-12-31T00:00:00,22-PA-00502,7,Topaz Gulf General Contracting Co LTD,,1
24-PA-00157-1,500000.0,"DISPOSE: WASTE, HAZARDOUS;DISPOSAL SERVICES, SMELTER, AMOUNT BASED, CONTRACT",SAR,10136,2024-03-14T00:00:00,2027-03-12T00:00:00,24-PA-00157,1,"Manarah Shada Trading, Industry and Contracting Company",,1
24-PA-00076-32,2381.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,32,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
22-PA-00512-4,26.25,"HIRE: MANPOWER,SKILLED;WELDER - STAINLESS,PER HOUR,12 HR,REGULAR SUPPLY,SUPPLY OF MAINTENANCE SERVICES",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,4,GULF ASIA CONTRACTING COMPANY,,1
25-PA-00168-1,1.0,"HIRE: MANPOWER,SKILLED;EMPLOYMENT CONTRACTOR FIXED PAY,TYPE III,BASIC PAY RANGE 5501 TO 6000   SAR",SAR,300000192972418,2025-04-01T00:00:00,2030-04-01T00:00:00,25-PA-00168,1,Jaddarah Workforce Services Company,,1
24-PA-00076-4,829.5,"MAINTAIN: BUILDING;MAADEN, MAINTAIN: FACILITY, HIRE SKILLED MANPOWER, PROVIDE: FACILITY CORRECTIVE AND PREVENTIVE MAINTENANCE AND REQUIRED TOOLS AND SPARE PARTS",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,4,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
24-PA-00076-18,4423.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,18,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
22-PA-00512-34,22.56,"HIRE: MANPOWER,SKILLED;MECHANICAL TECHNICIAN (MILL WRIGHT) (ROTARY MACHINES),PER HOUR,12 HR,SHUTDOWN SUPPLY,SUPPLY OF MAINTENANCE SERVICES",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,34,GULF ASIA CONTRACTING COMPANY,,1
24-PA-00575-14,34.0,FABRICATE: COMPONENT;REPAIR HOSE,SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,14,Simple Solutions Trading Industrial Services and Maintenance Co,,1
22-PA-00762-1,,"Required Engineering Consultancy for Geotechnical, Topography, HAZID & HAZOP",SAR,300000192972417,2018-05-14T00:00:00,2026-05-27T00:00:00,22-PA-00762,1,Worley Arabia Ltd Co,,1
24-PA-01063-2,8.69,"CLIP FOLDBACK 2"" 12 PCS/BX",SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,2,Jarir bookstore,,1
24-PA-00076-12,2219.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,12,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
22-PA-00257-1,3465.0,"PAY: FEES;MATERIAL & MISC SERVICES, ACTUAL + 5% MARKUP",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,1,Rezayat Company Limited,,1
24-PA-01297-1,6600.0,"PROVIDE: TRAINING;CLASSROOM/ONLINE/HYBRID, MA'ADEN ACADEMY PROGRAMS-GENERAL EMPLOYEE DEVELOPMENT PROGRAMS, PER CLASS, ALL EMPPLOYEES;MA’ADEN ACADEMY PROGRAMS GENERAL EMPLOYEE DEVELOPMENT PROGRAMS",SAR,300000198294507,2025-01-01T00:00:00,2027-12-31T00:00:00,24-PA-01297,1,HNI International Training Center,,1
24-PA-00076-36,120.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,36,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
22-PA-00370-1,21840.0,PROVIDE: CATERING SERVICES;PURPOSE: FRAMEWORK AGREEMENT-CATERING SERVICES (CONTRACT NO: 20-SS-001),SAR,300000192972418,2021-10-03T00:00:00,2027-10-03T00:00:00,22-PA-00370,1,CATRION CATERING HOLDING COMPANY,,1
25-PA-00010-1,39196.07,"HIRE: EQUIPMENT;SUPER SUCKER,FOR BOTH SOLIDS AND LIQUIDS,SHORT TERM MONTHLY RENTAL,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,1,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,1
24-PA-01063-27,112.17,WHITEBOARD MAGNETIC 60X90 CM ALUMINUM FRAME,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,27,Jarir bookstore,,1
23-PA-00791-1,1.0,"PROVIDE: REFUELING SERVICES;LOCOMOTIVES, DIESEL, MGA, SUPPLY AND REFUELING FOR RAIL SHUNTING;CONTRACT NO: 15-0022-WS-013",SAR,10134,2022-07-04T00:00:00,2027-07-06T00:00:00,23-PA-00791,1,KHONAINI PETROLEUM SERVICES,,1
24-PA-00297-10,121654.9875,"PROVIDE: IT SERVICES;SCOPE: ICT SERVICES, RATE TYPE: PER MONTH",SAR,300000192972361,2024-03-18T00:00:00,2027-03-17T00:00:00,24-PA-00297,10,KYNDRYL SAUDI INFORMATION TECHNOLOGY COMPANY,,1
25-PA-00507-1,3516.0,"PLATE, METALLIC;WD 1500 X LG 3000 X THK 3MM,DUPLEX SS 2205; UNS S31803/S32205; EN 1.4462,DULY SOLUTION ANNEALED,MATERIAL TEST CERTIFICATE REQUIRED",SAR,300000192972434,2025-08-31T00:00:00,2028-08-31T00:00:00,25-PA-00507,1,NDT Corrosion Control Services Co,,1
23-PA-00612-1,0.2667,"PROVIDE: CONSULTANCY SERVICES;TYP: FEASIBILITY ENGINEERING, ADDITIONAL INFORMATION: CONTRACTOR- ENGINEERING CONSULTANCY. ENGINEERING & TECHNICAL TO CARRY OUT BASIC ENGINEERING",USD,300000192972441,2023-08-14T00:00:00,2026-05-22T00:00:00,23-PA-00612,1,Hatch Pty Ltd  Abu Dhabi,,1
24-PA-00077-1,3291970.0,"MAINTAIN: EQUIPMENT, PURPOSE: FRP & VESSELS REPAIR & MAINATENANCE SERVICES AT MPC RAK - SAS ARABIA (CONTRACT NO: 16-6557-PH-175)",SAR,300000192972423,2024-03-03T00:00:00,2027-03-04T00:00:00,24-PA-00077,1,SAS JAZIRAT AL ARAB FOR TRADING INDUSTRIAL SERVICES L LC,,1
24-PA-00575-1,3849.89,FABRICATE: COMPONENT;REPAIR HOSE,SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,1,Simple Solutions Trading Industrial Services and Maintenance Co,,1
24-PA-01063-15,7.81,GLUE UHU STICK 40G # 190,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,15,Jarir bookstore,,1
22-PA-00512-1,0.05,"PROVIDE: WATER SERVICES;TREATED WATER SUPPLY,ONSITE,CUBIC METER",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,1,GULF ASIA CONTRACTING COMPANY,,1
25-PA-00161-1,107000.0,"HIRE: MANPOWER, SKILLED;PURPOSE MANPOWER: FRAMEWORK SERVICES SUPPLY AGREEMENT",SAR,300000192972418,2025-04-01T00:00:00,2030-04-01T00:00:00,25-PA-00161,1,Jaddarah Workforce Services Company,,1
22-PA-00257-1,9765.0,"PAY: FEES;MATERIAL & MISC SERVICES, ACTUAL + 5% MARKUP",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,1,Rezayat Company Limited,,1
22-PA-00502-6,37.22,"HIRE: MANPOWER,SKILLED;PER DAY,MECHANICAL SUPERVISOR",SAR,300000192972459,2017-06-01T00:00:00,2026-12-31T00:00:00,22-PA-00502,6,Topaz Gulf General Contracting Co LTD,,1
24-PA-00077-10,1012.5,"PROVIDE: SUPPORT SERVICES;SUPPLY MATERIAL AS PER CONTRACT# 20-PH-019, PER UNIT, MWSPC, FRP PIPES & VESSELS REPAIR & MAINTENANCE SERVICES",SAR,300000192972423,2024-03-03T00:00:00,2027-03-04T00:00:00,24-PA-00077,10,SAS JAZIRAT AL ARAB FOR TRADING INDUSTRIAL SERVICES L LC,,1
24-PA-00575-17,2656.5,FABRICATE: COMPONENT;REPAIR HOSE,SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,17,Simple Solutions Trading Industrial Services and Maintenance Co,,1
22-PA-00512-16,10692.0,"HIRE: EQUIPMENT;PICK UP,STANDARD,VENDOR,VENDOR,DAILY - 12 HOURS/DAY",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,16,GULF ASIA CONTRACTING COMPANY,,1
25-PA-00010-19,1414.29,"HIRE: EQUIPMENT;DEWATERING PUMP,300 M3/HR,WITH 50 M DISCHARGE AND 12 M SUCTION HOSE,SHORT TERM WEEKLY RENTAL,VENDOR,VENDOR,24 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,19,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,1
24-PA-00076-37,5360.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,37,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
22-PA-00370-6,2120.0,PROVIDE: CATERING SERVICES;PURPOSE: FRAMEWORK AGREEMENT-CATERING SERVICES (CONTRACT NO: 20-SS-001),SAR,300000192972418,2021-10-03T00:00:00,2027-10-03T00:00:00,22-PA-00370,6,CATRION CATERING HOLDING COMPANY,,1
24-PA-00076-3,2735.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,3,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
24-PA-01063-16,2.17,MARKER ROUND TIP BLACK F350,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,16,Jarir bookstore,,1
22-PA-00483-1,4678041.6,"MAINTAIN: POWER SUPPLY, PURPOSE: POWER GENERATION AND SUPPLY OF AD DUWAYHI, BULGHAH AND MAHD MINES (CONTRACT NO: 21-MGBM-014)",SAR,300000192972394,2021-07-01T00:00:00,2026-06-30T00:00:00,22-PA-00483,1,Energy Equipment Rental Company Limited ENERCO,,1
22-PA-00512-9,16.2,"HIRE: MANPOWER, SKILLED;SURVEYOR HELPER/ CHAINMAN, PER HOUR, 12 HR, REGULAR SUPPLY, SUPPLY OF MAINTENANCE SERVICES",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,9,GULF ASIA CONTRACTING COMPANY,,1
24-PA-00958-1,35000.0,"PROVIDE: PUBLICATION PRINTING;PRINTING SERVICE AS PER SOW, MAADEN",SAR,300000192972417,2024-10-17T00:00:00,2027-10-16T00:00:00,24-PA-00958,1,Al Wafa Printing Press Company,,1
24-PA-01297-1,114000.0,"PROVIDE: TRAINING;CLASSROOM/ONLINE/HYBRID, MA'ADEN ACADEMY PROGRAMS-GENERAL EMPLOYEE DEVELOPMENT PROGRAMS, PER CLASS, ALL EMPPLOYEES;MA’ADEN ACADEMY PROGRAMS GENERAL EMPLOYEE DEVELOPMENT PROGRAMS",SAR,300000198294507,2025-01-01T00:00:00,2027-12-31T00:00:00,24-PA-01297,1,HNI International Training Center,,1
22-PA-00391-9,850.0,SQWINCHERS (Sqwincher ZERO Qwik Stik Sqwincher Qwik Stik Cool Citrus flavor. 500/B0X) (Offer: Diff.Mix Flavors),SAR,300000192972463,2019-10-01T00:00:00,2026-12-31T00:00:00,22-PA-00391,9,REDA TRADING and DEVELOPMENT CO. FOR MACHINERY and EQUIPMENT LTD,,1
24-PA-00077-1,1900000.0,"JOIN: PIPE,NONMETALLIC;200 MM,FRP,PER JOINT",SAR,300000192972423,2024-03-03T00:00:00,2027-03-04T00:00:00,24-PA-00077,1,SAS JAZIRAT AL ARAB FOR TRADING INDUSTRIAL SERVICES L LC,,1
23-PA-00440-4,26.0,"HIRE: MANPOWER,SKILLED;HOUR,FOR AFTER HRS CALL OUT DURING WEEK DAYS,BUILDING AND OFFICE MAINTENANCE SERVICES,APPLIANCE TECHNICIAN",SAR,300000192972417,2023-06-01T00:00:00,2026-06-01T00:00:00,23-PA-00440,4,Tamimi Industrial Services,,1
24-PA-01063-2,9.56,STAPLES 26/6 5000 STAPLES/PK,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,2,Jarir bookstore,,1
25-PA-00129-1,1227.6,"TEST: VALVE;BALL VALVE,12IN,600LB",SAR,300000192972423,2025-02-20T00:00:00,2028-02-19T00:00:00,25-PA-00129,1,Emerson Saudi Arabia LLC,,1
24-PA-01063-7,8.69,"STICKY NOTES 3X3"" NEON AST 4EA /PK",SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,7,Jarir bookstore,,1
22-PA-00370-38,480.0,PROVIDE: CATERING SERVICES;PURPOSE: FRAMEWORK AGREEMENT-CATERING SERVICES (CONTRACT NO: 20-SS-001),SAR,300000192972418,2021-10-03T00:00:00,2027-10-03T00:00:00,22-PA-00370,38,CATRION CATERING HOLDING COMPANY,,1
22-PA-00512-1,404134.01,"HIRE: MANPOWER, SKILLED;MANPOWER SUPPLY FOR MAINTENANCE SUPPORT SERVICES",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,1,GULF ASIA CONTRACTING COMPANY,,1
24-PA-01299-1,9600.0,"PROVIDE: TRAINING;CLASSROOM/ONLINE/HYBRID, MA'ADEN ACADEMY PROGRAMS-GENERAL EMPLOYEE DEVELOPMENT PROGRAMS, PER CLASS, ALL EMPPLOYEES;MA’ADEN ACADEMY PROGRAMS GENERAL EMPLOYEE DEVELOPMENT PROGRAMS",SAR,300000192972445,2025-01-01T00:00:00,2027-12-31T00:00:00,24-PA-01299,1,Best Technology Solutions BTS Limited,,1
24-PA-00891-9,27.0,"LOCKOUT, SAFETY;CLAMP ON BREAKER,POLYPROPYLENE,RED,WD 0.95 X DP 0.35 X HT 2.205IN,PN:065396, MFR: BRADY",SAR,10135,2024-07-04T00:00:00,2027-07-03T00:00:00,24-PA-00891,9,Alzammam For Idustrial Equipments,,1
22-PA-00512-1,65381.58,"CLEAN: DRAIN;CONTAMINATED PORTION,SQUARE METER,EFFLUENT OR STORM WATER CHANNELS,PITS & POND BY HYDRO BLASTING,USING  LOW PRESSURE WATER WASHER",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,1,GULF ASIA CONTRACTING COMPANY,,1
24-PA-00575-3,2751.38,FABRICATE: COMPONENT;REPAIR HOSE,SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,3,Simple Solutions Trading Industrial Services and Maintenance Co,,1
24-PA-00077-1,300035.0,"JOIN: PIPE,NONMETALLIC;200 MM,FRP,PER JOINT",SAR,300000192972423,2024-03-03T00:00:00,2027-03-04T00:00:00,24-PA-00077,1,SAS JAZIRAT AL ARAB FOR TRADING INDUSTRIAL SERVICES L LC,,1
22-PA-00370-8,450.0,PROVIDE: CATERING SERVICES;PURPOSE: FRAMEWORK AGREEMENT-CATERING SERVICES (CONTRACT NO: 20-SS-001),SAR,300000192972418,2021-10-03T00:00:00,2027-10-03T00:00:00,22-PA-00370,8,CATRION CATERING HOLDING COMPANY,,1
24-PA-00894-1,43551.27,SUPPLY: GOODS;STREET BUYING ITEMS; LOCAL PURCHASE,SAR,10135,2024-07-04T00:00:00,2027-07-03T00:00:00,24-PA-00894,1,Sahm AlFanar Est,,1
22-PA-00257-1,1139.25,"PAY: FEES;MATERIAL & MISC SERVICES, ACTUAL + 5% MARKUP",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,1,Rezayat Company Limited,,1
25-PA-00156-1,281042.0,"PROVIDE: HOUSEKEEPING;MGBM HOUSEKEEPING AND JANITORIAL SERVICES, MINE SITE, DETAILS AS PER SOW",SAR,300000192972423,2025-01-01T00:00:00,2030-01-01T00:00:00,25-PA-00156,1,EL SEIF FOR OPERATIONS AND MAINTENANCE,,1
24-PA-00575-4,3900.0,FABRICATE: COMPONENT;REPAIR HOSE,SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,4,Simple Solutions Trading Industrial Services and Maintenance Co,,1
22-PA-00512-2,43.33,"HIRE: MANPOWER,SKILLED;WELDER (CARBON STEEL ALL POSITION WELDING),PER HOUR,12 HR,SHUTDOWN SUPPLY,SUPPLY OF MAINTENANCE SERVICES",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,2,GULF ASIA CONTRACTING COMPANY,,1
25-PA-00304-4,26.0,"HIRE: MANPOWER,SKILLED;HOURLY,12 HOUR,HYDROJETTING/INDUSTRIAL CLEANING SERVICES,HYDROJETTER",SAR,300000192972447,2025-07-01T00:00:00,2028-06-30T00:00:00,25-PA-00304,4,AL YUSR INDUSTRIAL CONTRACTING CO,,1
24-PA-00958-3,1475.0,"PROVIDE: PUBLICATION PRINTING;PRINTING SERVICE AS PER SOW, MAADEN",SAR,300000192972417,2024-10-17T00:00:00,2027-10-16T00:00:00,24-PA-00958,3,Al Wafa Printing Press Company,,1
24-PA-00076-1,1902.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,1,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
25-PA-00440-3,2940.0,"MOBILIZE: EQUIPMENT;MANLIFT,ONSITE,HT 45 M,LUMPSUM,WITH ARTICULATED BOOM,DEMOBILIZATION",SAR,300000192972463,2025-06-30T00:00:00,2026-06-30T00:00:00,25-PA-00440,3,Expertise Contracting Company,,1
24-PA-00575-12,2899.0,FABRICATE: COMPONENT;REPAIR HOSE,SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,12,Simple Solutions Trading Industrial Services and Maintenance Co,,1
22-PA-00257-1,1499.4,"PAY: FEES;MATERIAL & MISC SERVICES, ACTUAL + 5% MARKUP",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,1,Rezayat Company Limited,,1
25-PA-00719-1,1.0,PROVIDE: ANALYTICAL SERVICES;GEOLOGICAL SUPPORT WITH CORE SCANNER (AS PER SOW),SAR,300000192972459,2025-09-14T00:00:00,2026-09-13T00:00:00,25-PA-00719,1,GeologicAI Saudi Arabia Limited,,1
24-PA-01063-8,7.82,PAPER BLOCK CUBE 9X9CM ASSTD.,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,8,Jarir bookstore,,1
24-PA-00575-3,195.5,"REPAIR: EQUIPMENT;SERVICE, REPAIR, MECHANICAL ROTATING EQUIPMENT ASSEMBLY, INCLUSSIVE OF MACHINING AND FABRICATING WORN OUT PARTS WITH FULL SERVICE OF THE UNIT, AB",SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,3,Simple Solutions Trading Industrial Services and Maintenance Co,,1
25-PA-00442-5,0.0439,"TRANSPORT: FUEL;DIESEL SUPPLY FROM ARAMCO, JEDDAH TO ADSF PRV, PER LITER",SAR,300000192972423,2025-06-30T00:00:00,2030-07-01T00:00:00,25-PA-00442,5,KHALID HAMOUD ALKHALDI and PARTNERS CO,,1
24-PA-00878-1,1.0,"DEMOLISH: EQUIPMENT;POT DEMOLITION AND REBUILDING SERVICES,REFRACTORY SERVICE,PER POT,ONSITE",SAR,300000192972443,2024-11-01T00:00:00,2029-10-31T00:00:00,24-PA-00878,1,United Special Technical Services Arabia Company Limited,,1
25-PA-00010-2,6500.0,"HIRE: EQUIPMENT;CRANE,100 T,MOBILE HYDRAULIC TYRE MOUNTED CRANE ALL TERRAIN,SHORT TERM DAILY RENTAL,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,2,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,1
24-PA-00076-12,13205.0,"MAINTAIN: BUILDING;MAADEN, MAINTAIN: FACILITY, HIRE SKILLED MANPOWER, PROVIDE: FACILITY CORRECTIVE AND PREVENTIVE MAINTENANCE AND REQUIRED TOOLS AND SPARE PARTS",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,12,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
24-PA-01063-16,10.43,BINDING WIRE NO 6 BLACK 9.5MM 25EA/PK 4PK/BOX,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,16,Jarir bookstore,,1
24-PA-00575-1,978.14,FABRICATE: COMPONENT;REPAIR HOSE,SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,1,Simple Solutions Trading Industrial Services and Maintenance Co,,1
24-PA-01063-16,6.08,MARKER JUMBO CHISEL TP BLK 550,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,16,Jarir bookstore,,1
24-PA-00076-22,150.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,22,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
24-PA-00076-103,1.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,103,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
25-PA-00440-1,13543.29,"HIRE: EQUIPMENT;DUMP TRUCK,25 T,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,8 HR/DAY",SAR,300000192972463,2025-06-30T00:00:00,2026-06-30T00:00:00,25-PA-00440,1,Expertise Contracting Company,,1
24-PA-00297-1,121654.9875,"PROVIDE: IT SERVICES;SCOPE: ICT SERVICES, RATE TYPE: PER MONTH",SAR,300000192972361,2024-03-18T00:00:00,2027-03-17T00:00:00,24-PA-00297,1,KYNDRYL SAUDI INFORMATION TECHNOLOGY COMPANY,,1
24-PA-00575-18,971.0,FABRICATE: COMPONENT;REPAIR HOSE,SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,18,Simple Solutions Trading Industrial Services and Maintenance Co,,1
23-PA-00193-2,1.0,"HIRE: PASSENGER VEHICLE;BUS,DAMMAM/KHOBAR,RAK,PER DAY,ANY TRIP(ROUND TRIP),ADDITIONAL BUSES,LONG DISTANCE BUS SERVICE,INCLUDE MAINTENANCE,DRIVER,FUEL AND INSURANCE",SAR,300000192972417,2016-05-15T00:00:00,2026-12-31T00:00:00,23-PA-00193,2,AlSalem Transportation & Tourism Company,,1
24-PA-00894-3,3327.3,SUPPLY: GOODS;STREET BUYING ITEMS; LOCAL PURCHASE,SAR,10135,2024-07-04T00:00:00,2027-07-03T00:00:00,24-PA-00894,3,Sahm AlFanar Est,,1
24-PA-01063-2,129.56,CABLE USB-C TO LTG 2M WH,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,2,Jarir bookstore,,1
24-PA-01063-12,6.08,"ENVELOPE MANILA 7""X10""",SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,12,Jarir bookstore,,1
24-PA-00296-3,1338278.0,"PROVIDE: IT SERVICES;SCOPE: ICT SERVICES, RATE TYPE: PER MONTH",SAR,300000192972361,2024-03-18T00:00:00,2027-03-17T00:00:00,24-PA-00296,3,IBM Middle East FZ LLC,,1
24-PA-00894-8,7000.0,SUPPLY: GOODS;STREET BUYING ITEMS; LOCAL PURCHASE,SAR,10135,2024-07-04T00:00:00,2027-07-03T00:00:00,24-PA-00894,8,Sahm AlFanar Est,,1
22-PA-00370-16,29182.5,PROVIDE: CATERING SERVICES;PURPOSE: FRAMEWORK AGREEMENT-CATERING SERVICES (CONTRACT NO: 20-SS-001),SAR,300000192972418,2021-10-03T00:00:00,2027-10-03T00:00:00,22-PA-00370,16,CATRION CATERING HOLDING COMPANY,,1
24-PA-00100-1,8740.0,PROVIDE: LABORATORY SERVICES;PURPOSE: MAADEN EXPLORATION LABORATORY SERVICES (CONTRACT NO: 21-HQ-032-2),SAR,300000192972461,2023-11-01T00:00:00,2026-11-01T00:00:00,24-PA-00100,1,Australian Laboratory Services Arabia Co LTD,,1
22-PA-00391-1,8000.0,"JACKET;BUNKER GEAR,NFPA 1971,MFR: LION APPAREL,OUTER SHELL : ARAMOR AP 6.50 OZ/YD2 – GOLD COLOR, THERMAL LINER& MOISTURE BARRIER CONFIGURATION : D9",SAR,300000192972463,2019-10-01T00:00:00,2026-12-31T00:00:00,22-PA-00391,1,REDA TRADING and DEVELOPMENT CO. FOR MACHINERY and EQUIPMENT LTD,,1
